matrix,config,run_type,schedule,chunk,threads,L1_misses_val_mean,L1_misses_val_std,L1_misses_val_min,L1_misses_val_max,L1_percent_val_mean,L1_percent_val_std,L1_percent_val_min,L1_percent_val_max,LLC_misses_val_mean,LLC_misses_val_std,LLC_misses_val_min,LLC_misses_val_max,LLC_percent_val_mean,LLC_percent_val_std,LLC_percent_val_min,LLC_percent_val_max,repeat_count
crankseg_1,static_c1_t64,parallel,static,1.0,64.0,14570691.2,400249.56884779327,14205251.0,15164710.0,0.418,0.010327955589886455,0.41,0.43,410074.1,66272.09146381973,329673.0,500356.0,49.14,4.4077860403810165,43.24,54.68,10
crankseg_1,static_c1_t8,parallel,static,1.0,8.0,13286545.7,276389.11054970225,12921645.0,13598260.0,0.39,0.009428090415820642,0.38,0.4,414701.1,54777.10115539968,345818.0,488891.0,71.64500000000001,2.329040097932574,69.05,75.93,10
msdoor,dynamic_c10000_t1,parallel,dynamic,10000.0,1.0,17092445.0,401630.0014344326,16491828.0,17560053.0,0.23900000000000002,0.007378647873726217,0.23,0.25,114834.8,55472.953417358665,47155.0,164911.0,34.099000000000004,10.020388604129971,21.0,43.38,10
msdoor,dynamic_c10000_t16,parallel,dynamic,10000.0,16.0,16942164.8,380145.36315227865,16506762.0,17631519.0,0.23700000000000002,0.006749485577105521,0.23,0.25,127441.5,50821.151117860805,78750.0,186422.0,37.622,6.816037949816105,30.94,45.69,10
msdoor,dynamic_c10000_t2,parallel,dynamic,10000.0,2.0,17188238.1,315175.2843519339,16556116.0,17560849.0,0.23900000000000002,0.00567646212197546,0.23,0.25,132756.6,43996.17059649119,48298.0,161383.0,36.482,7.860214585705236,20.85,41.61,10
msdoor,dynamic_c10000_t32,parallel,dynamic,10000.0,32.0,17092565.7,385265.67043449957,16599844.0,17741095.0,0.238,0.0063245553203367545,0.23,0.25,135691.4,47396.219043295,78423.0,187100.0,37.886,6.056273515032894,30.06,44.87,10
msdoor,dynamic_c10000_t4,parallel,dynamic,10000.0,4.0,16718760.5,348566.4829827222,16408986.0,17365556.0,0.23200000000000004,0.004216370213557834,0.23,0.24,95182.5,42730.631873139646,71984.0,184562.0,33.726,5.997862952752423,29.76,46.17,10
msdoor,dynamic_c10000_t64,parallel,dynamic,10000.0,64.0,17036652.9,402770.0749273569,16608964.0,17613636.0,0.23500000000000001,0.005270462766947286,0.23,0.24,139179.9,54834.95096590616,80017.0,199409.0,38.113,7.04215410541721,29.26,46.18,10
msdoor,dynamic_c10000_t8,parallel,dynamic,10000.0,8.0,16849253.6,357710.8453377766,16445518.0,17446037.0,0.23500000000000001,0.005270462766947289,0.23,0.24,109649.1,45249.562066511884,79105.0,185277.0,36.358000000000004,5.713749109725494,31.94,46.07,10
msdoor,dynamic_c1000_t1,parallel,dynamic,1000.0,1.0,16916378.6,455139.6653531995,16458699.0,17632480.0,0.236,0.008432740427115672,0.23,0.25,94090.8,53639.06489946379,50512.0,163805.0,30.697000000000003,9.395982652176407,22.44,43.18,10
msdoor,dynamic_c1000_t16,parallel,dynamic,1000.0,16.0,17075198.4,464391.10197576554,16479700.0,17810603.0,0.23900000000000002,0.00875595035770913,0.23,0.25,147717.9,56455.61219115224,90717.0,214107.0,38.143,6.66225529048201,30.62,46.15,10
msdoor,dynamic_c1000_t2,parallel,dynamic,1000.0,2.0,16885686.8,453438.85699882417,16443506.0,17696087.0,0.236,0.008432740427115672,0.23,0.25,83539.6,50987.232875168535,50367.0,159193.0,26.964999999999996,8.76723477246706,20.94,40.11,10
msdoor,dynamic_c1000_t32,parallel,dynamic,1000.0,32.0,17242184.4,355277.20286346687,16582095.0,17675336.0,0.24100000000000002,0.007378647873726217,0.23,0.25,176224.3,38785.67837359558,100978.0,203231.0,40.64,3.978327398403617,32.54,43.73,10
msdoor,dynamic_c1000_t4,parallel,dynamic,1000.0,4.0,17142615.9,466320.1698307602,16546925.0,17742600.0,0.24,0.009428090415820628,0.23,0.25,139027.8,55980.12951991685,84169.0,193987.0,38.913,6.9430205562452745,31.69,45.84,10
msdoor,dynamic_c1000_t64,parallel,dynamic,1000.0,64.0,17126107.5,354643.7930776458,16591411.0,17584975.0,0.236,0.005163977794943212,0.23,0.24,161425.8,52818.57049014317,92289.0,217108.0,37.835,5.830336849426263,28.82,44.56,10
msdoor,dynamic_c1000_t8,parallel,dynamic,1000.0,8.0,17013376.8,443065.5217579244,16515763.0,17738386.0,0.238,0.007888106377466146,0.23,0.25,135419.0,54216.33250844866,90385.0,204273.0,38.299,6.360154522930676,32.25,46.63,10
msdoor,dynamic_c100_t1,parallel,dynamic,100.0,1.0,16915389.4,355279.5465940089,16491028.0,17403825.0,0.236,0.005163977794943213,0.23,0.24,90839.3,50993.59573525984,47449.0,161236.0,30.036,9.308072004687354,20.96,42.62,10
msdoor,dynamic_c100_t16,parallel,dynamic,100.0,16.0,17322757.0,391203.3509547461,16792566.0,17781536.0,0.24500000000000002,0.005270462766947305,0.24,0.25,207019.3,60538.33483201643,147232.0,268985.0,41.094,4.1038984176295354,36.67,45.69,10
msdoor,dynamic_c100_t2,parallel,dynamic,100.0,2.0,17175228.7,378445.27672014706,16743591.0,17667015.0,0.244,0.005163977794943226,0.24,0.25,120504.6,50908.02807503831,71185.0,177549.0,32.222,6.833687470498227,25.33,39.93,10
msdoor,dynamic_c100_t32,parallel,dynamic,100.0,32.0,17348694.4,435295.58687279763,16800802.0,17966652.0,0.24500000000000002,0.0052704627669473035,0.24,0.25,219851.1,60516.96225292726,146584.0,279004.0,40.202999999999996,4.495931617708516,34.17,45.01,10
msdoor,dynamic_c100_t4,parallel,dynamic,100.0,4.0,17161700.1,420718.892857201,16748898.0,17859920.0,0.24299999999999997,0.004830458915396483,0.24,0.25,166293.8,55614.89650524299,120256.0,243745.0,40.173,5.100357394884751,35.4,47.92,10
msdoor,dynamic_c100_t64,parallel,dynamic,100.0,64.0,17514704.9,489384.2536838061,16839221.0,18032683.0,0.244,0.006992058987801011,0.23,0.25,239553.0,58812.898621154716,166876.0,297047.0,41.345,3.3867134183124765,36.72,45.29,10
msdoor,dynamic_c100_t8,parallel,dynamic,100.0,8.0,17426133.4,394006.0617627877,16767365.0,17797862.0,0.24699999999999997,0.004830458915396481,0.24,0.25,217090.4,53316.73339831189,139989.0,262367.0,43.449,4.124109196743785,37.31,47.51,10
msdoor,dynamic_c10_t1,parallel,dynamic,10.0,1.0,16938767.6,408962.2775150128,16453058.0,17472952.0,0.236,0.006992058987801005,0.23,0.25,102146.1,52720.09807243027,48916.0,163058.0,32.019,9.446100253543788,21.61,42.72,10
msdoor,dynamic_c10_t16,parallel,dynamic,10.0,16.0,19005842.7,498581.2618828325,18476610.0,19758483.0,0.265,0.007071067811865487,0.26,0.28,573324.7,84980.35101134327,479733.0,688785.0,49.538,1.8763487001206487,46.41,52.06,10
msdoor,dynamic_c10_t2,parallel,dynamic,10.0,2.0,18001411.0,404362.0695344981,17650378.0,18747343.0,0.254,0.005163977794943222,0.25,0.26,184137.6,63717.59795151659,132491.0,267938.0,32.473,5.562980915540397,27.67,40.03,10
msdoor,dynamic_c10_t32,parallel,dynamic,10.0,32.0,19243071.5,418454.0538546484,18668177.0,19680087.0,0.27,0.008164965809277263,0.26,0.28,657947.5,106540.69002368166,510500.0,790220.0,47.076,2.5287027855755957,42.95,51.07,10
msdoor,dynamic_c10_t4,parallel,dynamic,10.0,4.0,18747705.4,363343.1785740123,18133584.0,19147431.0,0.264,0.006992058987801022,0.25,0.27,501845.3,80062.23829003978,404602.0,580463.0,59.044000000000004,1.8495957516291097,56.16,61.45,10
msdoor,dynamic_c10_t64,parallel,dynamic,10.0,64.0,19376590.1,554405.4585424422,18556763.0,20113324.0,0.268,0.009189365834726826,0.26,0.28,725469.3,128432.33191585538,527673.0,869116.0,46.87,2.4597606026242107,40.35,49.04,10
msdoor,dynamic_c10_t8,parallel,dynamic,10.0,8.0,18989644.9,347902.211699863,18482931.0,19526235.0,0.266,0.0051639777949432294,0.26,0.27,579482.8,75509.3003290176,478479.0,644863.0,56.605,1.0153953800258182,54.75,57.64,10
msdoor,dynamic_c1_t1,parallel,dynamic,1.0,1.0,17265903.1,335436.46046157397,16412250.0,17643013.0,0.24100000000000002,0.005676462121975467,0.23,0.25,144858.2,32618.36443477815,55671.0,167677.0,39.358,5.679901798838113,23.94,43.64,10
msdoor,dynamic_c1_t16,parallel,dynamic,1.0,16.0,28116731.3,410127.41411638045,27478745.0,28628362.0,0.394,0.006992058987801012,0.38,0.4,2069569.9,317208.7848119559,1695848.0,2325109.0,48.119,2.878736026646262,44.63,50.59,10
msdoor,dynamic_c1_t2,parallel,dynamic,1.0,2.0,21821619.1,386396.08670132747,21202464.0,22242922.0,0.306,0.005163977794943228,0.3,0.31,123531.2,50260.426460144125,50017.0,164253.0,17.771,5.505914900258529,9.48,22.19,10
msdoor,dynamic_c1_t32,parallel,dynamic,1.0,32.0,29421987.5,383443.4629228639,28892040.0,30131117.0,0.41200000000000003,0.006324555320336742,0.4,0.42,2223422.7,417338.40397533245,1803900.0,2641618.0,41.298,3.5263446607878066,37.58,45.17,10
msdoor,dynamic_c1_t4,parallel,dynamic,1.0,4.0,23924952.9,351030.226648947,23460514.0,24407251.0,0.334,0.005163977794943236,0.33,0.34,954218.5,117072.24908600478,854571.0,1099340.0,56.413,1.4919863716982587,54.83,58.36,10
msdoor,dynamic_c1_t64,parallel,dynamic,1.0,64.0,29749558.6,506368.06245308276,29178579.0,30603132.0,0.41200000000000003,0.007888106377466142,0.4,0.42,2193652.6,394171.2087220194,1870646.0,2659244.0,35.436,3.189922325769774,32.64,39.26,10
msdoor,dynamic_c1_t8,parallel,dynamic,1.0,8.0,25843131.3,319792.70388211415,25464140.0,26470992.0,0.363,0.004830458915396482,0.36,0.37,1528173.3,180164.71606409387,1404415.0,1816706.0,51.799,1.7480430327782117,50.48,54.8,10
msdoor,guided_c10000_t1,parallel,guided,10000.0,1.0,16904158.0,417393.5883016563,16389141.0,17476913.0,0.236,0.00699205898780101,0.23,0.25,96167.5,55396.65507200472,50692.0,165946.0,31.378000000000004,9.853115468949122,22.63,43.9,10
msdoor,guided_c10000_t16,parallel,guided,10000.0,16.0,16972389.0,435778.916216571,16484539.0,17606961.0,0.23700000000000002,0.008232726023485645,0.23,0.25,128249.5,52175.76539874086,77178.0,191274.0,37.894999999999996,7.051967810476731,30.5,46.76,10
msdoor,guided_c10000_t2,parallel,guided,10000.0,2.0,17017174.8,445878.18392615725,16434363.0,17660623.0,0.238,0.007888106377466146,0.23,0.25,102358.8,55806.06199210501,46412.0,164817.0,31.580000000000002,10.330437228565563,20.63,43.03,10
msdoor,guided_c10000_t32,parallel,guided,10000.0,32.0,16903640.9,307169.1827961517,16607397.0,17370076.0,0.23500000000000001,0.005270462766947284,0.23,0.24,120488.1,52477.7544329235,75446.0,191242.0,36.001,7.055515494199476,28.74,45.55,10
msdoor,guided_c10000_t4,parallel,guided,10000.0,4.0,16977976.3,387672.58286802616,16445831.0,17470993.0,0.23700000000000002,0.006749485577105526,0.23,0.25,127090.8,49920.58232566336,67400.0,176869.0,38.064,7.3109357966147,28.82,45.32,10
msdoor,guided_c10000_t64,parallel,guided,10000.0,64.0,16857062.5,364442.30693523725,16463318.0,17504772.0,0.233,0.004830458915396468,0.23,0.24,116073.9,48712.243050273195,82327.0,201015.0,34.805,6.312379811837124,29.59,46.23,10
msdoor,guided_c10000_t8,parallel,guided,10000.0,8.0,17114461.2,458108.9203210669,16359209.0,17580303.0,0.24,0.006666666666666667,0.23,0.25,145871.5,48168.45797188123,74082.0,185837.0,41.021,6.532936127381349,30.59,46.85,10
msdoor,guided_c1000_t1,parallel,guided,1000.0,1.0,17073106.7,396126.96645675803,16552003.0,17578325.0,0.238,0.0063245553203367545,0.23,0.25,115570.1,53991.66898790961,51305.0,165103.0,34.698,9.522179722451506,22.85,43.69,10
msdoor,guided_c1000_t16,parallel,guided,1000.0,16.0,16994761.8,395059.5701226728,16550093.0,17724087.0,0.23700000000000002,0.006749485577105521,0.23,0.25,117559.4,47375.60553984156,79103.0,174316.0,36.198,6.178237432939736,30.98,43.72,10
msdoor,guided_c1000_t2,parallel,guided,1000.0,2.0,17022589.1,377775.72798787145,16455032.0,17509492.0,0.238,0.00632455532033675,0.23,0.25,112764.1,54596.73195235937,46356.0,163420.0,33.38,9.970643576687179,20.51,42.62,10
msdoor,guided_c1000_t32,parallel,guided,1000.0,32.0,16854306.7,356309.54632580426,16536139.0,17474178.0,0.23399999999999999,0.005163977794943209,0.23,0.24,113464.5,47307.17486163054,80016.0,188144.0,34.646,6.087450113872712,29.36,44.01,10
msdoor,guided_c1000_t4,parallel,guided,1000.0,4.0,17050052.6,416680.1622529633,16392100.0,17459267.0,0.23900000000000002,0.00567646212197547,0.23,0.25,127358.8,49222.04528415652,67232.0,176600.0,38.134,7.102628934259326,28.75,45.33,10
msdoor,guided_c1000_t64,parallel,guided,1000.0,64.0,17032198.7,357584.761226715,16509075.0,17507739.0,0.236,0.0051639777949432164,0.23,0.24,147481.9,48178.48110804011,90515.0,194861.0,37.08,5.515285829200312,30.19,42.92,10
msdoor,guided_c1000_t8,parallel,guided,1000.0,8.0,16990384.8,371226.0245758641,16444485.0,17479552.0,0.23900000000000002,0.005676462121975464,0.23,0.25,126229.0,51199.47617136549,76298.0,186428.0,38.419,6.794004628265193,31.47,46.76,10
msdoor,guided_c100_t1,parallel,guided,100.0,1.0,16941737.5,418442.7248039915,16479600.0,17608979.0,0.238,0.007888106377466146,0.23,0.25,91518.3,53063.252829995254,47162.0,164124.0,29.907,9.580226220943036,21.07,43.17,10
msdoor,guided_c100_t16,parallel,guided,100.0,16.0,16955514.6,434423.39121547627,16456260.0,17652920.0,0.236,0.0069920589878010005,0.23,0.25,132037.6,53025.82592829439,78931.0,194332.0,38.128,6.938829232018262,30.61,46.63,10
msdoor,guided_c100_t2,parallel,guided,100.0,2.0,17058852.5,364865.5877730106,16525731.0,17466354.0,0.238,0.006324555320336755,0.23,0.25,120728.3,48997.124160618965,48596.0,160317.0,34.823,8.764876940252943,21.53,42.04,10
msdoor,guided_c100_t32,parallel,guided,100.0,32.0,17226656.9,246710.35812486554,16591416.0,17455866.0,0.23900000000000002,0.003162277660168373,0.23,0.24,161374.3,39891.81557677103,86476.0,192041.0,40.463,4.878706681989489,31.3,44.35,10
msdoor,guided_c100_t4,parallel,guided,100.0,4.0,17014837.5,415840.2021560286,16513089.0,17578785.0,0.238,0.007888106377466153,0.23,0.25,119174.0,55008.33498055848,64735.0,179239.0,36.687,8.379166028509838,27.68,45.95,10
msdoor,guided_c100_t64,parallel,guided,100.0,64.0,16980072.6,386037.811700472,16496923.0,17476350.0,0.23500000000000001,0.005270462766947288,0.23,0.24,134540.5,45549.15257230979,84647.0,183850.0,34.942,5.108165141331191,28.34,40.77,10
msdoor,guided_c100_t8,parallel,guided,100.0,8.0,16967286.4,319617.2396745136,16583856.0,17431064.0,0.236,0.005163977794943212,0.23,0.24,125002.7,51241.89284180583,75617.0,186397.0,37.937,6.918442422652338,31.01,46.56,10
msdoor,guided_c10_t1,parallel,guided,10.0,1.0,16838511.3,380410.6957895928,16505178.0,17531815.0,0.23500000000000001,0.007071067811865462,0.23,0.25,85662.6,52095.966690116984,50870.0,164290.0,29.316000000000003,9.141999781229492,22.59,43.24,10
msdoor,guided_c10_t16,parallel,guided,10.0,16.0,17082028.6,377604.1845143023,16486596.0,17494221.0,0.23900000000000002,0.005676462121975463,0.23,0.25,143271.4,51958.62845935964,79984.0,191135.0,39.67,6.5807361965732145,31.15,46.03,10
msdoor,guided_c10_t2,parallel,guided,10.0,2.0,17061232.9,443322.67554944893,16520285.0,17623405.0,0.238,0.007888106377466142,0.23,0.25,112999.7,55119.14144438996,48052.0,164722.0,33.472,10.195080295035554,21.16,43.39,10
msdoor,guided_c10_t32,parallel,guided,10.0,32.0,16815385.5,335566.48197215213,16498194.0,17467244.0,0.233,0.0048304589153964714,0.23,0.24,103296.4,40885.24831280838,80052.0,181725.0,32.726,5.3857594120462196,29.1,43.11,10
msdoor,guided_c10_t4,parallel,guided,10.0,4.0,16920854.9,304536.4763196874,16464750.0,17254282.0,0.23700000000000002,0.004830458915396469,0.23,0.24,117740.4,50660.36273327173,69359.0,179028.0,36.572,7.255362461272657,29.1,45.73,10
msdoor,guided_c10_t64,parallel,guided,10.0,64.0,16988888.3,374669.7213463999,16467231.0,17459021.0,0.23500000000000001,0.005270462766947287,0.23,0.24,145586.2,53885.5370408218,93922.0,206548.0,36.438,6.091667897856691,30.2,43.52,10
msdoor,guided_c10_t8,parallel,guided,10.0,8.0,16929648.9,460089.6952637362,16372057.0,17650154.0,0.23700000000000002,0.008232726023485643,0.23,0.25,115535.3,49645.97195935325,74209.0,185234.0,36.674,6.840827110485658,30.32,46.36,10
msdoor,guided_c1_t1,parallel,guided,1.0,1.0,16964986.0,296997.3160032106,16597490.0,17329526.0,0.236,0.005163977794943212,0.23,0.24,90288.5,46855.274111412,46951.0,148310.0,30.296,8.25490857342197,20.97,40.8,10
msdoor,guided_c1_t16,parallel,guided,1.0,16.0,17152609.4,383788.8901965074,16500316.0,17646746.0,0.24100000000000002,0.007378647873726221,0.23,0.25,154779.4,49361.79697161224,83073.0,192688.0,41.098,6.300602793031439,31.79,46.21,10
msdoor,guided_c1_t2,parallel,guided,1.0,2.0,17005880.7,452078.71295753855,16472600.0,17603812.0,0.23700000000000002,0.008232726023485643,0.23,0.25,103616.2,58008.06382411175,47500.0,164427.0,31.665,10.842405688365986,20.82,43.13,10
msdoor,guided_c1_t32,parallel,guided,1.0,32.0,17063559.3,403031.307676946,16563850.0,17601884.0,0.23900000000000002,0.007378647873726213,0.23,0.25,146515.0,49849.305754666464,84768.0,193949.0,38.596,6.093395696252715,30.22,44.52,10
msdoor,guided_c1_t4,parallel,guided,1.0,4.0,17136139.5,479972.52590683807,16525559.0,17691125.0,0.24,0.008164965809277258,0.23,0.25,132736.1,54229.79563026215,67299.0,180892.0,38.980000000000004,8.019042613956131,28.77,46.54,10
msdoor,guided_c1_t64,parallel,guided,1.0,64.0,17135242.8,376910.40726493887,16518673.0,17543223.0,0.23700000000000002,0.0048304589153964714,0.23,0.24,145358.8,50657.007302489204,90724.0,205303.0,36.214999999999996,5.6742953551765165,29.37,43.35,10
msdoor,guided_c1_t8,parallel,guided,1.0,8.0,17000115.9,418658.02944313805,16558355.0,17553449.0,0.23900000000000002,0.008755950357709125,0.23,0.25,116660.3,52271.75017806251,75300.0,184906.0,36.763,7.220900297823751,30.68,46.17,10
msdoor,static_c10000_t1,parallel,static,10000.0,1.0,17012588.3,357304.4761438842,16507141.0,17350863.0,0.23700000000000002,0.004830458915396474,0.23,0.24,114524.1,54327.488786780654,49310.0,164335.0,34.384,9.821872643351787,21.87,43.29,10
msdoor,static_c10000_t16,parallel,static,10000.0,16.0,16941550.1,341449.6801805989,16551361.0,17624189.0,0.236,0.006992058987801001,0.23,0.25,129464.6,51368.490508828036,80235.0,189065.0,38.296,6.643227461942809,31.63,46.31,10
msdoor,static_c10000_t2,parallel,static,10000.0,2.0,16744481.7,301655.0298941751,16378661.0,17328131.0,0.233,0.004830458915396461,0.23,0.24,69413.8,42972.89033487663,46567.0,156665.0,24.919999999999998,7.860780283576604,20.25,40.52,10
msdoor,static_c10000_t32,parallel,static,10000.0,32.0,16881540.1,335331.1595918444,16571762.0,17442721.0,0.23500000000000001,0.005270462766947284,0.23,0.24,109659.7,45601.78094974898,79342.0,184571.0,34.975,5.913446541569475,30.54,44.73,10
msdoor,static_c10000_t4,parallel,static,10000.0,4.0,16962034.7,335964.3668999068,16587850.0,17493196.0,0.23700000000000002,0.0067494855771055235,0.23,0.25,122254.5,52315.607410429846,71615.0,181720.0,37.265,7.4647129140301764,29.73,45.74,10
msdoor,static_c10000_t64,parallel,static,10000.0,64.0,16936696.4,420030.50983740034,16491099.0,17655683.0,0.23500000000000001,0.0070710678118654675,0.23,0.25,114707.2,48680.32041755226,79463.0,190007.0,35.22,6.238669729998537,29.89,44.58,10
msdoor,static_c10000_t8,parallel,static,10000.0,8.0,17023368.0,333800.86240651517,16528374.0,17563982.0,0.238,0.006324555320336754,0.23,0.25,137666.7,51181.547812229706,76323.0,187861.0,39.716,6.906366145328044,30.92,46.67,10
msdoor,static_c1000_t1,parallel,static,1000.0,1.0,16921097.4,318692.4112484918,16537588.0,17390894.0,0.236,0.005163977794943213,0.23,0.24,104100.8,52451.34614054777,53331.0,164937.0,32.88,9.160625888369566,23.68,43.42,10
msdoor,static_c1000_t16,parallel,static,1000.0,16.0,17087261.1,418294.5677519213,16633548.0,17647423.0,0.23900000000000002,0.007378647873726214,0.23,0.25,146368.7,55803.601349435026,91660.0,205615.0,38.12,6.444311876031107,31.48,45.18,10
msdoor,static_c1000_t2,parallel,static,1000.0,2.0,16774186.0,378071.18597075524,16391376.0,17322220.0,0.233,0.00483045891539647,0.23,0.24,80449.4,45661.21742232558,51144.0,156071.0,26.4,7.862221908171592,21.12,39.21,10
msdoor,static_c1000_t32,parallel,static,1000.0,32.0,17222455.1,348201.02138960845,16586063.0,17611331.0,0.23900000000000002,0.005676462121975465,0.23,0.25,176710.0,44133.751906373574,92290.0,205522.0,40.379000000000005,5.159559520389746,30.4,43.99,10
msdoor,static_c1000_t4,parallel,static,1000.0,4.0,17032084.2,387021.1564621364,16516466.0,17463143.0,0.23700000000000002,0.006749485577105521,0.23,0.25,146435.5,49544.54428368252,84755.0,193172.0,40.269,5.726157233840739,32.38,45.97,10
msdoor,static_c1000_t64,parallel,static,1000.0,64.0,17072043.0,398373.19463817135,16647010.0,17710777.0,0.236,0.006992058987801002,0.23,0.25,156091.8,49690.05508326367,104314.0,217263.0,38.063,4.760030462087402,32.12,44.82,10
msdoor,static_c1000_t8,parallel,static,1000.0,8.0,17184728.4,396907.29253433144,16441440.0,17718634.0,0.24100000000000002,0.00737864787372621,0.23,0.25,171890.1,44534.36844717671,86081.0,202014.0,42.407,5.508191980032002,31.42,46.37,10
msdoor,static_c100_t1,parallel,static,100.0,1.0,16991607.8,397121.54468564293,16499487.0,17532939.0,0.238,0.007888106377466156,0.23,0.25,111081.0,52661.424722255455,48715.0,162411.0,33.63,9.716781588800094,21.62,42.88,10
msdoor,static_c100_t16,parallel,static,100.0,16.0,16990693.8,283382.83316774474,16676024.0,17679759.0,0.24,0.004714045207910318,0.23,0.25,151769.7,38636.8898910815,131391.0,260934.0,36.659,3.1398777400118996,34.18,45.24,10
msdoor,static_c100_t2,parallel,static,100.0,2.0,17162489.9,373607.12009823887,16766143.0,17787872.0,0.242,0.004216370213557839,0.24,0.25,106055.1,51926.87837601811,64026.0,175120.0,29.151,7.497669934349235,22.76,39.38,10
msdoor,static_c100_t32,parallel,static,100.0,32.0,17352645.4,483259.3996665194,16785671.0,17983750.0,0.24500000000000002,0.005270462766947305,0.24,0.25,196661.5,59768.50814647757,132103.0,260268.0,37.987,4.402325269420443,32.56,42.44,10
msdoor,static_c100_t4,parallel,static,100.0,4.0,17258192.3,388016.894172592,16757866.0,17703902.0,0.24500000000000002,0.005270462766947305,0.24,0.25,181593.8,54258.0866493138,116440.0,236790.0,41.484,4.917725761636843,35.39,46.73,10
msdoor,static_c100_t64,parallel,static,100.0,64.0,17278681.6,412658.0328618085,16814026.0,17837514.0,0.24300000000000002,0.0067494855771055295,0.23,0.25,189826.5,61970.30120460033,128142.0,281553.0,35.620999999999995,5.429027844221592,28.88,44.12,10
msdoor,static_c100_t8,parallel,static,100.0,8.0,17031901.2,317260.6852871061,16668501.0,17654465.0,0.24,0.004714045207910319,0.23,0.25,176218.5,54958.54070165578,132607.0,270016.0,40.759,4.235536041111628,36.46,48.5,10
msdoor,static_c10_t1,parallel,static,10.0,1.0,16840609.5,378408.595305906,16417201.0,17534627.0,0.236,0.006992058987801001,0.23,0.25,89475.1,52527.68068033802,46657.0,158522.0,29.401,9.877232462137917,20.7,41.64,10
msdoor,static_c10_t16,parallel,static,10.0,16.0,19153090.3,550254.2908882217,18383200.0,19705561.0,0.27,0.008164965809277268,0.26,0.28,637854.5,89282.61251560188,494952.0,731069.0,49.224000000000004,1.832698071757107,46.73,52.54,10
msdoor,static_c10_t2,parallel,static,10.0,2.0,18140790.3,350090.79495596664,17465045.0,18433252.0,0.255,0.0052704627669473035,0.25,0.26,232200.1,50989.040725434315,156854.0,280228.0,36.404,3.653498171463741,30.89,40.39,10
msdoor,static_c10_t32,parallel,static,10.0,32.0,19027962.5,501859.69882788055,18506065.0,19733424.0,0.266,0.008432740427115682,0.26,0.28,609444.2,114733.99544240483,470009.0,793808.0,44.777,2.618388181050828,40.17,50.05,10
msdoor,static_c10_t4,parallel,static,10.0,4.0,18664089.4,413546.6373436819,17963783.0,19073186.0,0.262,0.007888106377466167,0.25,0.27,451471.4,79675.61458982708,348981.0,536064.0,55.754999999999995,2.2427574793345606,52.03,58.69,10
msdoor,static_c10_t64,parallel,static,10.0,64.0,18959372.0,532608.5284442559,18457182.0,19627151.0,0.264,0.005163977794943249,0.26,0.27,640338.7,148591.20243290171,466699.0,820738.0,43.606,3.425084589385266,36.88,47.69,10
msdoor,static_c10_t8,parallel,static,10.0,8.0,18948954.4,390648.89028504,18259063.0,19240205.0,0.267,0.004830458915396482,0.26,0.27,536157.6,68970.98186628925,439602.0,611373.0,53.354,1.730633795270778,50.08,55.99,10
msdoor,static_c1_t1,parallel,static,1.0,1.0,16798676.5,322640.0479641014,16419502.0,17234844.0,0.23500000000000001,0.00527046276694729,0.23,0.24,88465.6,50699.737082815984,46510.0,156938.0,29.205000000000002,9.418309886126657,20.69,41.59,10
msdoor,static_c1_t16,parallel,static,1.0,16.0,27007209.3,374998.1485056667,26534011.0,27646110.0,0.377,0.006749485577105539,0.37,0.39,2432974.9,201718.56244803057,2172717.0,2679870.0,63.912,1.492833249599939,61.98,65.86,10
msdoor,static_c1_t2,parallel,static,1.0,2.0,20803809.3,377384.6200991032,20206498.0,21192408.0,0.293,0.00674948557710552,0.28,0.3,257722.3,54132.01456121465,183356.0,313230.0,28.374000000000002,2.993237563427118,23.55,31.49,10
msdoor,static_c1_t32,parallel,static,1.0,32.0,28467601.1,399241.0070455771,27817183.0,28898187.0,0.397,0.004830458915396495,0.39,0.4,2607333.0,253348.13299840552,2120549.0,2863649.0,54.70399999999999,1.7101864745628714,50.99,56.83,10
msdoor,static_c1_t4,parallel,static,1.0,4.0,23169328.4,237203.33822140403,22723159.0,23479556.0,0.326,0.005163977794943225,0.32,0.33,1235786.7,65056.47366549231,1089196.0,1286869.0,57.038,0.6596261567484019,55.45,57.59,10
msdoor,static_c1_t64,parallel,static,1.0,64.0,29067583.5,414750.8425059422,28671489.0,29842554.0,0.403,0.0048304589153964645,0.4,0.41,2609547.1,232951.36776324513,2221763.0,3004896.0,44.751999999999995,1.5596994012380156,40.55,46.3,10
msdoor,static_c1_t8,parallel,static,1.0,8.0,24943950.1,375462.48127001076,24551269.0,25635831.0,0.348,0.006324555320336737,0.34,0.36,1955742.7,168277.39230611004,1702580.0,2169516.0,62.712,1.962446319152592,57.91,65.12,10
nd24k,dynamic_c10000_t1,parallel,dynamic,10000.0,1.0,37815897.2,969924.0002442114,36210579.0,38573455.0,0.404,0.009660917830792941,0.39,0.41,242793.7,56137.394200004215,162456.0,287807.0,67.682,2.2711856913173034,64.34,70.15,10
nd24k,dynamic_c10000_t16,parallel,dynamic,10000.0,16.0,37214085.1,972982.5121218733,36378483.0,38630667.0,0.396,0.009660917830792948,0.39,0.41,203739.8,47859.756784913894,169824.0,280491.0,64.561,2.3974915131352543,62.17,68.7,10
